name,tf,dicts,corpus,title,dmap
agave,10560,1,0.0376,0.004,acdfghijklmoqrs
agavo,10,0.999,0,0,cdfghijk
agaza,27,0.01,0.0001,0.1452,cfj
agaze,3,0.01,0,0,cfj
agazo,0,0.01,0,0,cfj
agaús,0,0.01,0,0,cfj
agbês,94,0.01,0,0,cfj
ageia,469,1,0.0001,0,cdfghijklmq
agema,92,1,0.0001,0,cdfghijklm
agera,1750,0.01,0.002,0.228,cfj
agere,1760,0.01,0.002,0,cfj
agero,77,0.01,0.0001,0,cfj
agiam,24206,0.99,0.0212,0,bcdfhij
agiar,98,0.9999,0,0,cdfghijkm
agias,121,0.99,0.0001,0,bcdfhij
agido,63243,0.99,0.0376,0,bcdfhij
agimo,5,0.0911,0,0,bdhi
agina,1546,0.999,0.0006,0.004,cdfghijk
agira,24842,0.99,0.9881,0.0021,bcdfhij
agita,111365,0.99,0.9934,0.0028,bcdfhij
agite,16645,0.99,0.0037,0,bcdfhij
agito,61423,1,0.0119,0,bcdfhijmoqst
aglas,1,0.01,0,0,cfj
aglia,244,1,0.0003,0.002,cdfghijklmoq
agmar,519,0.999,0.0002,0,cdfghijk
agmas,12,0.01,0,0,cfj
agmis,0,0.01,0,0,cfj
agnal,13,0.9999,0,0,cdfghijkm
agnas,12,0.01,0,0,cfj
agnos,129,0.01,0,0,cfj
agnus,18748,0.01,0.1126,0.1953,dgh
agoga,130,0.01,0,0,cfj
agoge,132,1,0.0006,0.004,cdfghijklmoq
agogô,5194,1,0.0119,0,acdfhjkmos
agome,233,0.5,0.0001,0.0079,cdfhj
agomo,0,0.5,0,0,cdfhj
agomã,18,0.9999,0.0001,0.0021,cdfghijkq
agons,3,0.01,0,0,cfj
agora,39193973,1,1,0.1665,abcdfghijklmopqrst
agori,146,0.999,0.0001,0,cdfghijk
agota,1663,0.01,0.0066,0.1274,cfj
agote,99,0.01,0.0001,0,cfj
agoto,308,0.01,0.0001,0,cfj
agoés,0,0.01,0,0,cfj
agrai,2,0.5,0,0,cdfhj
agral,355,0.01,0,0,cfj
agram,168,0.5,0.0001,0,cdfhj
agrar,439,1,0.0001,0,acdfghijklmoq
agras,442,0.5,0.0001,0,cdfhj
agraz,109,1,0.0001,0,cdfghijklmoqst
agrei,1,0.5,0,0,cdfhj
agres,719,0.5,0.0011,0,cdfhj
agreu,11,0.999,0,0,cdfghijk
agreá,0,0.01,0,0,cfj
agror,101,1,0.0003,0,cdfghijklmoqst
agros,1907,0.5,0.0003,0.0079,cdfhj
agrou,45,0.5,0,0,cdfhj
agrão,43,1,0,0,cdfghijklm
agrém,36,1,0.0001,0,cdfghijklm
aguar,6551,1,0.0212,0,abcdfghijklmnoqrst
aguaí,18616,1,0.0376,0.0029,abcdfghijkmoq
aguce,1574,0.9089,0.0003,0.0044,bcdfhj
aguda,390779,1,0.9881,0.0044,bcdfghijmq
agude,545,1,0.0001,0,acdfhjlmoqs
agudo,177334,1,0.2922,0,abcdfghijklmnoqrst
aguei,454,0.99,0.0002,0,bcdfhij
aguem,9970,0.9999,0.0119,0.0042,bcdfghijk
agues,205,0.9999,0.0006,0.0026,bcdfghijk
aguou,342,0.99,0.0006,0,bcdfhij
aguti,589,1,0.0011,0,cdfghijklmoqs
aguça,23195,1,0.4268,0.0022,bcdfhijlmqs
aguço,414,1,0.0011,0,bcdfhjlmoqs
ahoai,0,0.001,0,0,lq
aiada,84,0.01,0.0002,0,cfj
aiado,32,0.5,0.0001,0,cdfhj
aiaia,3052,1,0.002,0.002,cdfghijklmoqst
aiais,59,0.5,0,0,cdfhj
aiala,294,1,0.0001,0,cdfghijkqs
aiamo,6,0.01,0,0,cfj
aiapá,0,0.99,0,0,cdfghjk
aiapé,0,0.99,0,0,cdfghjk
aiará,579,0.9089,0.0003,0.0029,cdfhjo
aiava,16,0.5,0,0,cdfhj
aiaçá,37,1,0.0001,0,cdfghijkmos
aibis,0,0.01,0,0,cfj
aicás,463,0.01,0,0.1849,cfj
aidje,1,0.999,0,0,cdfghijk
aidos,302,0.01,0.0001,0.1835,cfj
aidro,17,1,0,0,cdfghijklmq
aieis,0,0.5,0,0,cdfhj
aiemo,4,0.01,0,0,cfj
aigue,61,1,0.0003,0,cdfghijkoq
ailás,45,0.01,0.0001,0,cfj
ailós,0,0.01,0,0,cfj
aimol,17,0.999,0,0,cdfghijk
ainas,54,0.01,0,0.1837,cfj
ainda,51518701,1,0.5732,0.0014,abcdfghijklmopqrst
aines,3359,0.01,0.0001,0,cfj
ainho,78,0.999,0,0,cdfghijk
ainos,405,0.0911,0.0002,0,cfjl
ainsa,2684,1,0.0011,0.0042,cdfghijkmo
ainus,412,0.01,0.0001,0,cfj
aiocá,24,1,0.0001,0.004,cdfghijkmo
aiola,237,0.9999,0.0002,0,cdfghijks
aioro,14,1,0,0,cdfghijklq
aipim,36742,1,0.0212,0,acdfghijklmnoqrst
aipos,524,0.9089,0.0011,0,cdfghj
aipás,0,0.01,0,0,cfj
aipés,0,0.01,0,0,cfj
airai,0,0.5,0,0,cdfhj
airam,1256,0.5,0.0001,0,cdfhj
airar,78,1,0.0001,0,acdfghijklmoqs
airas,27,0.5,0,0,cdfhj
airei,3,0.5,0,0,cdfhj
airem,40,0.5,0,0,cdfhj
aires,926312,1,0.9624,0.4985,abcdfghijl
airis,3099,0.01,0.0001,0,cfj
airol,1,0.9089,0,0,cfjlms
airou,2,0.5,0,0,cdfhj
airuã,12,0.999,0,0,cdfghijk
airão,1012,1,0.002,0,cdfghijklmqrs
airós,0,0.01,0,0,cfj
aisla,435,0.01,0.0002,0.2255,cfj
aisle,403,0.01,0.002,0,cfj
aislo,2,0.01,0,0,cfj
aitau,0,0.01,0,0,cfj
aitás,5,0.01,0,0,cfj
aitão,12,1,0,0,cdfghijklmq
aiuba,24,1,0,0,cdfghijkmo
aiucá,5,0.9999,0,0,cdfghijko
aiuiú,2,0.9089,0,0,cdfhjo
aiuna,15,0.01,0.0001,0,cfj
aiune,12,0.01,0,0,cfj
aiuno,39,0.01,0,0,cfj
aiuri,1,0.01,0,0,cfj
aiuás,0,0.01,0,0,cfj
aiuês,0,0.01,0,0,cfj
aival,0,0.999,0,0,cdfghijk
aivão,48,1,0,0,cdfghijklmqs
aixes,1,0.0911,0,0,cfjs
aizoa,11,0.999,0,0,cdfghijk
aiões,1,0.01,0,0,cfj
ajabó,22,0.999,0.0001,0,cdfghjko
ajacu,2,0.9999,0,0,cdfghijko
ajaez,0,0.999,0,0,cdfghijk
ajais,70,0.99,0.0001,0,bcdfhij
ajaja,527,1,0.0658,0.002,cdfghijklmoqs
ajame,0,0.999,0,0,cdfghijk
ajamo,0,0.0911,0,0,bdhi
ajana,31,0.999,0,0,cdfghijk
ajans,0,0.001,0,0,lq
ajapá,231,0.9089,0.0002,0.0044,cdfhjo
ajará,573,0.999,0.0003,0.0081,cdfhjmos
ajaré,3,0.99,0,0,cdfhjmo
ajaua,151,0.999,0.0011,0.004,cdfghijk
ajava,38,0.01,0,0,cfj
ajeru,83,0.9999,0.0001,0,acdfhjmoq
ajipa,11,0.999,0,0,cdfghijk
ajobó,15,0.999,0,0,cdfghjko
ajoia,43,0.01,0.0001,0.1451,cfj
ajoie,16,0.01,0,0.3673,cfj
ajoio,1,0.01,0,0.2903,cfj
ajole,12,0.999,0,0,cdfghijk
ajuba,2,0.99,0,0,cdfhjmo
ajuda,12249803,1,1,0.1877,abcdfhijklmnopqrst
ajude,1722381,0.99,0.1863,0,bcdfhij
ajudo,105486,0.99,0.0376,0.0039,bcdfhij
ajuga,297,1,0.0011,0,cdfghijklmqs
ajula,53,0.5,0.0006,0,cdfhj
ajule,27,0.5,0,0,cdfhj
ajulo,0,0.5,0,0,cdfhj
ajupe,3,1,0,0,cdfghijkos
ajupá,2,0.999,0,0,cdfghjko
ajuri,803,0.999,0.0001,0,acdfhjmo
ajuru,3615,1,0.0212,0.4753,cdfghijklmoqs
ajuso,0,0.01,0,0,lmq
ajóis,0,0.01,0,0,cfj
alabo,160,0.01,0,0.1835,cfj
alabá,3111,0.99,0.0658,0.0039,cdfhjmo
alabê,1057,1,0.002,0.0027,cdfghijkmo
alaca,314,0.01,0.0037,0.2026,cfj
alaco,0,0.01,0,0,cfj
alada,15371,0.99,0.0658,0,bcdfhij
alado,38561,1,0.1126,0,abcdfghijklmoqrst
alafé,25,1,0.0001,0,cdfghijklm
alaga,12792,0.99,0.4268,0.0022,bcdfhij
alago,727,0.9999,0.002,0,bcdfhijmo
alaim,116,0.999,0,0,cdfghijk
alais,1008,0.0911,0.0001,0.0395,cdfh
alaja,39,0.01,0,0.1268,cfj
alaje,27,0.01,0.0001,0.2249,cfj
alajo,3,0.01,0,0,cfj
alali,0,0.999,0,0,cdfghijk
alalá,1785,0.99,0.0003,0.0042,cdfhjmo
alamã,632,0.01,0.0002,0,cfj
alana,11875,0.0911,0.002,0,cfjm
aland,1934,0.001,0.0002,0.3439,qr
alano,1429,1,0.0037,0,cdfghijklmoqst
alapa,331,0.5,0.0003,0.0078,cdfhj
alape,71,0.5,0.0001,0.0079,cdfhj
alapi,0,0.999,0,0,cdfghijk
alapo,20,0.5,0,0,cdfhj
alara,1960,0.9999,0.0658,0.0081,cdfhjlmqs
alare,29,0.5,0,0,cdfhj
alaro,667,0.5,0.0001,0.0081,cdfhj
alasa,121,0.01,0,0,cfj
alaso,0,0.999,0,0,cdfghijk
alaur,17,0.999,0,0,cdfghijk
alaus,0,0.5,0,0,cfjlq
alava,473,0.5,0.0006,0,cdfhj
alavó,0,0.99,0,0,cdfghjk
alaze,0,0.01,0,0,cfj
alazo,0,0.01,0,0,cfj
alazã,1472,0.01,0.0119,0.0886,cfj
albas,807,0.5,0.0003,0,cdfhj
albis,3354,0.9089,0.0006,0,dghijk
albiã,13,0.01,0,0,cfj
albor,883,1,0.0006,0,acdfghijklmoqst
albos,266,0.01,0.0001,0,cfj
albur,74,0.999,0,0,cdfghijk
albói,145,1,0.0001,0.004,cdfghijklmqs
alcaz,15,0.9999,0,0,cdfghijks
alcei,668,0.9089,0.0001,0,bcdfhj
alcem,473,0.9089,0.0006,0,bcdfhj
alces,8053,0.9089,0.0376,0,bcdfhj
alcis,729,1,0.0011,0.456,cdfghijklm
alcor,389,0.001,0.0002,0,lq
alcos,1,0.01,0,0,cfj
aldel,0,0.999,0,0,cdfghijk
aldeã,14465,1,0.5732,0.0124,bcdfhijlqrs
aldol,283,1,0.0003,0,cdfghijkmo
aldro,1,0.001,0,0,lq
aleai,0,0.01,0,0,cfj
alear,44,1,0.0001,0,cdfghijklmq
aleda,747,0.01,0.0002,0.0921,cfj
alede,54,0.01,0,0.2905,cfj
aledo,41,0.01,0,0,cfj
aleei,0,0.01,0,0,cfj
alefe,376,0.9999,0.0001,0.004,cdfghijkm
alega,324147,0.99,0.9788,0.0041,bcdfhij
alego,1868,0.99,0.002,0,bcdfhij
aleia,3481,1,0.4268,0.002,acdfghijklmnoqrst
aleie,0,0.01,0,0,cfj
aleio,288,0.01,0,0,cfj
aleis,64,0.0911,0,0,cdfh
alejá,2122,0.999,0.0119,0.4764,cdfghijk
aleli,289,1,0.0002,0.004,cdfghijklmoqs
alelo,19558,1,0.0066,0,acdfghijkmoqr
alemã,682163,1,0.2922,0,bcdfghijmoqr
alena,573,0.999,0.0003,0,cdfghijk
aleou,3,0.01,0,0,cfj
alepo,638,0.9999,0.0006,0,cdfghijkm
alesa,68,0.01,0.0001,0.1453,cfj
alese,496,0.01,0.0001,0,cfj
aleso,1,0.01,0,0,cfj
aleta,9730,1,0.0212,0,cdfhjlmoqrst
aleto,213,1,0.0003,0,cdfghijklmoq
alevá,883,0.99,0,0.0041,cdfghjk
alfai,13,0.01,0,0,cfj
alfam,12,0.01,0,0,cfj
alfar,124,1,0.0002,0,acdfghijklmqs
alfas,11681,0.9999,0.1863,0.0045,cdfhjlmqs
alfei,2,0.01,0,0,cfj
alfem,1,0.01,0,0,cfj
alfes,79,0.01,0.0001,0.1838,cfj
alfil,244,1,0.0003,0,cdfghijklmoqs
alfim,4296,1,0.002,0,cdfghijklmoqst
alfir,16,1,0,0,cdfghijklmoq
alfis,1,0.01,0,0,cfj
alfol,16,1,0,0,cdfghijklm
alfos,2,0.01,0,0,cfj
alfou,0,0.01,0,0,cfj
alfoz,309,1,0.0003,0,cdfghijklmoqs
alfre,68,0.999,0.0001,0,cdfghijk
alfur,16,1,0,0,cdfghijklmq
algal,657,0.999,0.0011,0,cdfghijk
algar,4591,1,0.0066,0,cdfghijklmoqst
algas,167360,1,0.1126,0,bcdfghijmr
algaz,32,1,0.0001,0,cdfghijklmoqs
alger,389,0.9999,0.0006,0.004,cdfghijkl
algia,1391,1,0.0011,0,cdfghijklmoq
algol,7365,1,0.1126,0.2506,bcdfghijklmoqrs
algor,375,1,0.0006,0,cdfghijklmos
algos,1869,0.01,0.0011,0.1823,cfj
algoz,52410,1,0.1126,0.004,abcdfghijklmoqrst
algum,11108986,1,0.4268,0,abcdfghijklmnoprst
algur,83,1,0,0,cdfghijklmq
alhal,89,1,0.0001,0,cdfghijklmoqs
alhar,460,0.999,0.0037,0,cdfghijk
alhas,596,0.9999,0.0001,0,cdfghjlms
alheo,132,0.999,0,0,cdfghijk
alheá,308,0.99,0.0002,0.004,bcdfhij
alhos,77378,0.999,0.0658,0,bcdfghij
alhur,82,0.01,0,0,lmq
aliai,32,0.99,0,0,bcdfhij
aliam,27845,0.99,0.0376,0,bcdfhij
aliar,114492,1,0.4268,0,abcdfghijklmoqrst
aliei,991,0.99,0.0006,0,bcdfhij
aliem,3675,0.99,0.0066,0,bcdfhij
alies,416,0.99,0.0006,0.0081,bcdfhij
aliga,730,0.01,0.0006,0.1128,cfj
aligo,30,0.01,0.0001,0.2249,cfj
alija,2638,0.99,0.0658,0.0022,bcdfhij
alije,106,0.99,0.0001,0,bcdfhij
alijo,13269,1,0.002,0.4733,bcdfghijklmoqs
alila,381,0.99,0.0006,0,cdfhjos
alilo,348,1,0.0006,0,cdfghijklmqs
alima,452,0.001,0.0001,0.4291,cj
alime,1949,1,0.0119,0.002,cdfghijklmoqs
alina,21830,0.0911,0.1863,0.468,acfj
aliou,34740,0.99,0.1863,0,bcdfhij
alipa,21,0.01,0,0,cfj
alipo,35,0.999,0,0,cdfghijk
alisa,54152,0.99,0.8137,0.0035,bcdfhij
alise,9577,0.99,0.0066,0.0041,bcdfhij
aliso,2754,0.99,0.0037,0.004,bcdfhij
alita,4636,1,0.0376,0.3143,cdfghijkmos
alite,249,0.001,0.0001,0,lq
aliás,1678935,1,0.9999,0.0222,abcdfghijklmnoqrst
aljus,0,0.01,0,0,cfj
aljuz,1,1,0,0,cdfghijklmqs
allan,36133,0.001,0.0037,0,aq
almar,649,0.001,0.0002,0,lq
almas,1057869,1,0.2922,0.002,bcdfghijlqs
almez,18,0.9999,0,0,cdfghijkm
almos,199,0.5,0.0002,0.008,cdfhj
almuz,0,0.9999,0,0,cdfghijkm
alnas,0,0.01,0,0,cfj
alnos,271,0.01,0,0,cfj
aloca,13972,0.99,0.1863,0.0022,bcdfhij
aloco,210,0.99,0.0001,0,bcdfhij
alodê,11,0.999,0,0,cdfghjko
alofe,11,1,0,0,cdfghijklmq
aloja,163461,0.99,0.8874,0.0411,bcdfhij
aloje,1485,0.99,0.0003,0,bcdfhij
alojo,454,1,0.002,0,bcdfhijlmoqs
alolo,0,0.01,0,0,cfj
alona,200,0.01,0.0002,0,cfj
alono,24,0.999,0,0,cdfghijk
alons,2,0.01,0,0,cfj
alose,42,0.9999,0,0,cdfghijkm
alota,150,0.5,0.0002,0.0079,cdfhj
alote,22,0.999,0,0,cdfhjlmq
aloto,4,0.5,0,0,cdfhj
aloás,3,0.01,0,0.225,cfj
aloés,7845,1,0.9624,0.0155,bcdfghijklmoqrs
alpes,246725,1,0.9342,0.3276,abcdfghijlmqr
alpim,1,0.001,0,0,lq
alpão,22,1,0,0,cdfghijklmq
alsol,90,0.9999,0,0,cdfghijkm
altar,531052,1,0.4268,0,abcdfghijklmoqrst
altas,1021890,0.9999,0.4268,0,bcdfghijm
alter,120671,1,0.9881,0.0154,cdfghijkmoqs
alteá,8943,0.9089,0.0003,0.0054,bcdfhj
altim,102,0.999,0,0.004,cdfghijk
altor,1567,1,0.0002,0,cdfghijklmoq
altos,1377087,1,0.4268,0,bcdfghijmpqrs
aluai,40,0.5,0,0,cdfhj
aluam,22,0.5,0,0,cdfhj
aluar,283,1,0.0001,0,acdfghijkmnoqs
aluas,337,0.5,0.0002,0.0078,cdfhj
aluco,323,0.9999,0.0002,0,cdfghijkq
aluda,934,1,0.0002,0,bcdfhijlmq
alude,47056,1,0.0658,0,abcdfhijklnoqst
aludi,2674,0.99,0.0006,0,bcdfhij
aludo,1041,0.99,0.0001,0,bcdfhij
aluei,0,0.5,0,0,cdfhj
aluem,684,0.5,0,0.008,cdfhj
alues,1,0.5,0,0,cdfhj
alufá,272,1,0.0002,0.0041,cdfghijkmo
aluga,167372,0.99,0.9788,0.0086,bcdfhij
alugo,48787,0.99,0.0119,0,bcdfhij
aluio,0,0.999,0,0,cdfghijk
aluir,719,1,0.0011,0,acdfghijklmoqst
aluis,40,0.5,0,0,cdfhj
aluiu,210,0.5,0.0002,0,cdfhj
alujá,435,1,0.0003,0.004,cdfghijkmo
aluma,3118,0.01,0.0658,0.1691,cfj
alume,784,1,0.0011,0,acdfhjkmoqrs
alumo,36,0.01,0,0,cfj
aluna,445133,1,0.9342,0.0116,bcdfghijqs
alune,104,0.9089,0.0002,0,cdfhjq
aluno,2815659,1,0.4268,0,abcdfghijklmnopqrst
aluns,2806,0.01,0.0001,0,cfj
aluou,39,0.5,0,0,cdfhj
alupa,33,0.01,0.0001,0.1267,cfj
alupe,0,0.01,0,0,cfj
alupo,24,0.01,0,0,cfj
aluta,1312,0.01,0.002,0.1268,cfj
alute,13,0.01,0,0,cfj
aluto,21,0.01,0,0,cfj
aluxe,0,0.01,0,0,cfj
aluxo,0,0.01,0,0,cfj
aluxá,85,0.01,0,0.17,cfj
aluza,2,0.01,0,0,cfj
aluze,19,0.01,0,0.2904,cfj
aluzi,0,0.01,0,0,cfj
aluzo,0,0.01,0,0,cfj
aluía,74,0.5,0.0001,0.0079,cdfhj
alvar,3442,1,0.0376,0,cdfghijklmnoqst
alvas,11240,0.99,0.0119,0,bcdfhij
alveá,70,0.01,0,0.2711,cfj
alvio,108,0.01,0,0,lmq
alvor,7828,1,0.002,0,abcdfghijklmnoqst
alvos,338494,0.99,0.1863,0,bcdfhij
alvão,1031,1,0.0011,0,cdfghijklmq
alçai,58,0.9089,0,0,bcdfhj
alçam,3847,0.9089,0.0212,0,bcdfhj
alçar,40526,1,0.9624,0.002,abcdfghijklmnoqrst
alças,205263,0.999,0.9788,0.0104,bcdfhjqr
alçou,13984,0.9089,0.0658,0,bcdfhj
alçuz,1,0.0911,0,0,lmqs
alção,67,0.999,0,0,cdfghijk
aléus,19,0.01,0,0,cfj
amaca,689,0.999,0.0003,0.0079,cdfghijk
amace,221,0.001,0,0,cf
amaci,1373,0.9999,0.0001,0.004,cdfghijko
amada,822945,1,0.2922,0,abcdfghijklmnqrs
amado,899963,1,0.2922,0,abcdfghijklmnoqrst
amadu,190,0.9999,0,0,cdfghijkm
amaga,213,0.99,0.0003,0.0077,cdfhjlq
amais,23429,0.99,0.0119,0,bcdfhij
amali,129,0.01,0.0002,0.1836,cfj
amalá,4671,1,0.2922,0.0041,cdfghijkmo
amalé,0,0.99,0,0,cdfghjk
amame,705,1,0.002,0,cdfghijklmos
amamo,1644,0.99,0.0002,0,bcdfhij
amamu,38,1,0.0001,0,cdfghijklmq
amane,566,0.01,0.0002,0,cfj
amano,1342,0.01,0.002,0,cfj
amaná,11216,0.99,0.4268,0.0124,acdfhjo
amapá,451341,1,0.9963,0.6557,abcdfghijklmoqs
amara,64660,0.999,0.9934,0.0073,bcdfhijm
amare,8447,0.5,0.8874,0.0077,cdfhj
amaro,63170,1,0.0119,0.004,abcdfghijklmoqrst
amata,3916,0.01,0.0376,0.1711,cfj
amate,1166,0.01,0.002,0,cfj
amato,5042,0.99,0.0066,0,acfjlmq
amava,437709,0.99,0.2922,0,bcdfhij
amaço,667,0.001,0.0001,0,cf
ambas,1186693,0.999,0.4268,0,bcdfhijm
ambel,27,1,0,0,cdfghijklmq
ambia,683,0.99,0.002,0.008,cfjlmqs
ambie,2287,0.01,0.0001,0,cfj
ambil,0,0.999,0,0,cdfghijk
ambio,1423,0.01,0.0002,0,cfj
ambir,15,0.999,0,0,cdfghijk
ambis,41,0.01,0,0,cfj
ambom,1545,1,0,0,cdfghijklmq
ambos,3119028,1,0.8874,0.002,abcdfhijklmoqs
amboá,2916,0.99,0,0.0041,cdfghjk
ambra,5249,0.01,0.002,0.0957,cfj
ambre,937,1,0.0002,0.004,cdfghijkloqs
ambro,201,0.01,0.0001,0.1835,cfj
ambus,429,0.01,0.0002,0,cfj
ambuá,26,1,0.0001,0.004,acdfghijkmo
ambuí,2,0.9999,0,0.004,cdfghijkm
ambão,3724,1,0.0001,0,cdfghijkmq
ambés,0,0.01,0,0,cfj
ameai,37,0.5,0,0,cdfhj
amear,47,1,0.0001,0,acdfghijklmoqst
ameba,19096,1,0.0212,0.004,abcdfghijklmoqrs
ameei,25288,0.5,0.0001,0,cdfhj
ameia,2569,1,0.0658,0.0079,abcdfghijklmoqrs
ameie,610,0.5,0,0,cdfhj
ameio,1057,0.5,0.0003,0,cdfhj
ameis,14918,0.99,0.0003,0,bcdfhij
ameju,1,1,0,0,cdfghijklms
amela,227,0.99,0.0001,0,cfjlmqs
amelo,276,1,0.0003,0,cdfghijkms
amelê,8,0.99,0.0001,0,cdfhjoq
amemo,2719,0.99,0.0001,0,bcdfhij
amena,56724,0.99,0.1863,0,bcdfhij
ameno,73365,1,0.2922,0,abcdfghijklmnoqrst
ameou,0,0.5,0,0,cdfhj
amete,25,0.999,0,0,cdfghijk
ameça,8706,0.9999,0.0066,0,bcdfghijk
amial,597,1,0.0002,0,acdfghijklmoqs
amiba,772,1,0.0006,0,cdfhjlmoqs
amibo,21,0.01,0,0,lmq
amida,9343,1,0.4268,0.0082,acdfhjklmoqrs
amide,447,0.01,0.0002,0,cfj
amido,194638,1,0.7078,0.0024,abcdfghijklmoqrs
amiga,5145831,1,0.998,0.2445,bcdfhijklmopqrst
amigo,8520526,1,0.4268,0.0016,abcdfghijklmnopqrst
amila,909,1,0.0119,0.004,cdfhjlmoqs
amilo,1353,1,0.0037,0,cdfghijklmqs
amima,228,0.99,0.0011,0.0021,bcdfhij
amime,100,0.999,0,0,bcdfhijm
amimo,44,0.99,0,0,bcdfhij
amina,18231,1,0.8137,0.0125,acdfhjmoqrs
amine,592,0.01,0.0037,0.1833,cfj
amino,16791,0.9999,0.0119,0,cdfghijkm
amins,1,0.01,0,0,cfj
amita,227,0.01,0.0006,0,lmq
amite,179,0.0911,0.0001,0,cfjs
amito,894,1,0.002,0,cdfghijklmoqs
amoce,2,0.001,0,0,cf
amoia,55,0.01,0,0.1699,cfj
amoie,20,0.01,0,0,cfj
amoio,0,0.01,0,0,cfj
amoja,18,0.5,0,0,cdfhj
amoje,14,0.5,0,0,cdfhj
amojo,73,1,0.0001,0,acdfhjklmoqst
amola,9027,0.99,0.7078,0.0021,bcdfhij
amole,2065,0.99,0.0006,0,bcdfhij
amolo,230,0.99,0.0001,0,bcdfhij
amoma,650,0.01,0.0001,0.1279,cfj
amome,62,0.01,0.0001,0,cfj
amomo,56,0.99,0.0001,0,cfjlmqs
amona,593,0.01,0.0011,0.1841,cfj
amone,23,0.01,0,0,cfj
amono,30,0.01,0,0,cfj
amora,164931,1,0.9881,0.0282,abcdfghijklmoqrs
amori,1693,0.01,0.002,0.1824,cfj
amoro,2659,0.5,0.0006,0,cdfhj
amoré,108802,0.9999,0.8874,0.0021,cdfghjmoq
amota,59,1,0.0001,0.004,cdfhjlmoqst
amote,2336,0.5,0.0001,0,cdfhj
amoto,412,0.5,0,0,cdfhj
amova,260,0.5,0.0001,0,cdfhj
amove,1,0.5,0,0,cdfhj
amovi,21,0.5,0.0001,0,cdfhj
amovo,4,0.9089,0,0,cdfghj
amoça,718,0.001,0.0066,0.2858,cf
amoço,753,0.001,0.0011,0.3078,cf
ampas,910,0.01,0.0002,0,cfj
ampla,1681105,0.999,0.4268,0,bcdfhijq
amplo,1124520,1,0.4268,0,abcdfghijklmnoqrst
amuai,1,0.5,0,0,cdfhj
amuam,527,0.5,0.0006,0,cdfhj
amuar,1744,1,0.0066,0,acdfghijklmnoqrst
amuas,87,0.5,0,0,cdfhj
amuca,12,0.999,0,0,cdfghijk
amuei,437,0.5,0,0,cdfhj
amuem,54,0.5,0,0,cdfhj
amues,89,0.5,0.0001,0,cdfhj
amuos,2439,0.999,0.0001,0,cdfghijk
amuou,1201,0.5,0.0003,0,cdfhj
amura,2465,1,0.0658,0.0041,cdfghjlmoqs
amuri,120,0.99,0.0002,0,cdfhjmo
amuro,268,0.5,0.0002,0,cdfhj
amurê,67,0.9999,0.0011,0.0014,cdfghijko
amusa,250,0.01,0,0,cfj
amuso,2,1,0,0,cdfghijklms
amuxã,75,0.999,0,0,cdfghijk
améns,815,0.5,0.0003,0,cdfhj
amões,39,0.01,0,0,cfj
anabi,18,1,0.0001,0,cdfhjlmoqs
anabó,0,0.99,0,0,cdfghjk
anaco,374,1,0.0003,0,cdfghijklmoqs
anacã,1879,1,0.0376,0.0027,cdfghijklmoqs
anacé,1332,0.9999,0.0066,0.0022,cdfghijko
anafa,69,1,0.0001,0,cdfghjlmoqs
anafe,443,0.9999,0.0003,0.004,cdfghjlmq
anafo,0,0.5,0,0,cdfhj
anaga,555,0.01,0.0011,0.1136,cfj
anago,215,0.5,0.002,0.1493,cdfhj
anais,115894,1,0.9788,0.0178,abcdfghijklmnoqrs
anaiá,1654,1,0.0037,0.0041,cdfghjlmoqs
anajá,899,1,0.0002,0.004,acdfghjklmoq
anajé,50,0.9089,0.0001,0,cfjlms
aname,110,1,0,0,cdfghijklmq
anamo,50,0.999,0.0001,0,cdfghijk
anani,238,1,0.0006,0,acdfhjlmoqs
anano,79,1,0.0001,0,cdfghijklmoqt
ananá,1929,1,0.1126,0.4534,acdfghijko
anata,4115,0.9999,0.5732,0.0081,cdfhjmoqs
anate,816,0.5,0.0001,0.0081,cdfhj
anati,133,1,0.0001,0.004,cdfghijklmq
anato,789,0.9999,0.0003,0,acdfhjmoq
anauê,817,0.999,0.0011,0,cdfghjko
anavi,41,0.999,0,0.004,cdfghijk
ancas,30906,1,0.0212,0,bcdfhijnqt
anceu,12,0.999,0,0,cdfghijk
ancha,3262,0.5,0.0212,0.008,cdfhj
anche,5592,0.01,0.0037,0.1795,cfj
ancho,8048,1,0.002,0,acdfhjlmoqst
ancil,31,1,0.0001,0,cdfghijklmoqs
ancis,6,0.01,0,0,cfj
anciã,21576,1,0.9788,0.0077,bcdfhijlmqr
ancol,69,0.9999,0,0,cdfghijkq
ancos,2674,0.01,0.0001,0.1897,cfj
andai,7533,0.99,0.0037,0.0041,bcdfhij
andam,645706,0.99,0.2922,0,bcdfhij
andar,3652100,1,0.4268,0,abcdfghijklmnopqrst
andas,77557,1,0.0658,0,bcdfhijlmqs
andei,341651,0.99,0.0658,0,bcdfhij
andem,36760,0.99,0.0212,0,bcdfhij
andes,158379,1,0.9881,0.0639,abcdfghijmqr
andim,163,1,0.0001,0,cdfghijklmq
andoa,265,0.9089,0.002,0.0044,cfhjqs
andoe,2,0.0911,0,0,cfhj
andoo,158,0.0911,0,0,cfhj
andor,18972,1,0.0376,0,abcdfghijklmoqs
andou,320043,0.99,0.1863,0,bcdfhij
andua,2,0.99,0,0,cfjlmqs
andus,1,0.01,0,0,cfj
